2022-05-29 16:10:18.025366867 +0000 UTC,clientservices.googleapis.com,googleapis.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Information Technology,Content Servers",TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.36176169 +0000 UTC,accounts.google.com,accounts.google.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Business,Information Technology",TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.367399225 +0000 UTC,sb.scorecardresearch.com,scorecardresearch.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.415497627 +0000 UTC,www.googletagmanager.com,googletagmanager.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Content Servers,Business,Information Technology",TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.421506201 +0000 UTC,www.googletagmanager.com,googletagmanager.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Information Technology,Content Servers,Business",TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.426848217 +0000 UTC,fonts.gstatic.com,gstatic.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Open domain,Stark Enterprises,,,,,
2022-05-29 16:10:21.440681079 +0000 UTC,www.zillow.com,zillow.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Real Estate,TRUE,FALSE,Whitelisted,Stark Enterprises,,,,,
2022-05-29 16:10:21.457463686 +0000 UTC,www.zillow.com,zillow.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Real Estate,TRUE,FALSE,Whitelisted,Stark Enterprises,,,,,
2022-05-29 16:10:21.464641778 +0000 UTC,fonts.gstatic.com,gstatic.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Open domain,Stark Enterprises,,,,,
2022-05-29 16:10:21.475700554 +0000 UTC,gstaticadssl.l.google.com,l.google.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.487859265 +0000 UTC,www-google-analytics.l.google.com,l.google.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.495452285 +0000 UTC,sb.scorecardresearch.com,scorecardresearch.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.503525954 +0000 UTC,www.google-analytics.com,google-analytics.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Information Technology,TRUE,FALSE,Open domain,Stark Enterprises,,,,,
2022-05-29 16:10:21.516789723 +0000 UTC,accounts.google.com,accounts.google.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Information Technology,Business",TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.535891358 +0000 UTC,www.google-analytics.com,google-analytics.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Information Technology,TRUE,FALSE,Open domain,Stark Enterprises,,,,,
2022-05-29 16:10:21.544052171 +0000 UTC,www-googletagmanager.l.google.com,l.google.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:21.552962702 +0000 UTC,pki-goog.l.google.com,l.google.com,udp,,,HTTPS,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:22.529968541 +0000 UTC,s.zillowstatic.com,zillowstatic.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Business,Education & Self Help",TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:22.540703809 +0000 UTC,e.zg-api.com,zg-api.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:22.627684704 +0000 UTC,collector-pxhyx10rg3.px-cloud.net,px-cloud.net,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,Content Servers,TRUE,FALSE,Category,Stark Enterprises,,,,,
2022-05-29 16:10:22.633111573 +0000 UTC,ocsp.sectigo.com,sectigo.com,udp,,,A,NOERROR,,73.80.132.43,Jims iPhone,c6f22715-7a0b-4297-8a3c-def76fa18cd6,ios,,,,OGD,Jim iOS RC Site,,,,Stark SubOrg Policy,32181,,,,,,"Information Technology,Business",TRUE,FALSE,Category,Stark Enterprises,,,,,
